ID,RiskScore
0,35.23813429837025
1,56.92579553837664
2,31.370358946509207
3,33.86246302719488
4,33.520828712774524
5,71.35512589612601
6,30.241006733091595
7,28.920379174135416
8,30.66693293447237
9,64.2712495481859
10,49.10024475149237
11,26.99997198302704
12,54.33294430421863
13,34.86837751602928
14,48.39818719556467
15,58.49915514205878
16,24.116035462680056
17,33.229224586263676
18,66.53244136102191
19,61.925441718872996
20,71.68208678240782
21,31.182200446124437
22,65.42187588744149
23,39.256592061877654
24,55.4220992221839
25,28.809038423312106
26,32.143961781830924
27,26.63807262423387
28,56.57558494379066
29,68.63339689136902
30,29.668735528727037
31,65.11892570943694
32,33.741018145049594
33,31.04090871669578
34,36.789448127524814
35,37.20255426729619
36,75.07793649496165
37,59.06338434599587
38,46.78221958182969
39,73.59341998987023
40,69.17433595989283
41,55.85503066140447
42,79.8353744418874
43,22.671536923146803
44,46.76150906045662
45,28.592119649386074
46,37.19464175467526
47,71.05786291461482
48,28.48065459630909
49,35.299648280895646
50,64.77218590582079
51,59.81443040091501
52,50.225616795455885
53,33.779162392534765
54,28.68153104632084
55,33.70266739239752
56,74.01655230448372
57,35.6769468006912
58,40.83754521701859
59,59.80870495273887
60,67.83477560776348
61,49.781194725421805
62,28.905152197538953
63,81.5032785502275
64,27.189536342770857
65,33.86467188290859
66,57.5734377482662
67,65.81674035822843
68,37.52413289445395
69,69.04973027139212
70,34.80874598316111
71,39.72113254183945
72,50.098455879392205
73,58.022006099838634
74,54.7999839799736
75,65.45647346776924
76,68.07808244489765
77,22.817491421005155
78,51.23258912946261
79,61.6441583531233
80,72.89837559849336
81,62.84102192074187
82,59.332678968244736
83,36.075254442115465
84,70.61226982020558
85,73.55017225160029
86,63.54746091652215
87,21.808879262824885
88,52.173517571584526
89,76.2049414484082
90,33.04974969467839
91,58.455108607013585
92,33.911671149356344
93,30.09009326674888
94,39.08978373808709
95,38.57067325114875
96,34.196855364754576
97,68.78692173622366
98,35.984190713698915
99,63.977644206603145
100,34.83664349169258
101,31.801400202219877
102,65.99746617002022
103,73.288756287137
104,29.45579530022222
105,80.81308544192777
106,72.13888711404057
107,72.6287697443245
108,36.776472085525015
109,71.74087968885237
110,51.067162428564956
111,66.96689382457882
112,72.74178254241096
113,64.83503865803713
114,69.90484183229454
115,31.796305059637653
116,72.50989270626381
117,56.887144630723235
118,38.6379959909796
119,45.13922570402507
120,29.846942710578986
121,73.81064595572352
122,29.803734441397108
123,58.258257973685225
124,34.08930334783942
125,65.87338749392217
126,24.910931232054462
127,29.397308413499413
128,35.53359900763069
129,66.04188959531756
130,27.921743424118013
131,69.19133742389566
132,70.2901249880282
133,75.54666798443992
134,26.17569559346375
135,33.76866642904327
136,20.80875012117484
137,33.78722253606641
138,33.416258699417256
139,42.26051828938862
140,47.33981407551311
141,49.553268115975214
142,24.439682057436762
143,22.697797650553586
144,69.38263291379467
145,30.62546700928668
146,53.79679081944005
147,67.51361507601739
148,70.04456746300329
149,74.17209466105353
150,39.52898215457996
151,34.63189246108388
152,73.87557820412188
153,45.574396436587215
154,63.64611774540802
155,34.497575359966056
156,68.2737269973807
157,67.1893578396775
158,66.93781639958091
159,73.96103615025551
160,45.37424121678716
161,33.0999313034775
162,69.01266153112586
163,36.30902995451004
164,42.89899835491951
165,53.411724934311245
166,32.167235897990864
167,43.2347524185159
168,34.13537308004407
169,25.876152794144808
170,35.53001070442197
171,39.04809840216706
172,64.40640731009096
173,42.10753730746778
174,33.00524669016641
175,44.87441841062046
176,64.53882417825965
177,40.628758727063726
178,49.34858765547624
179,70.1558519027497
180,40.354993320948005
181,31.485751259805788
182,67.05154863936457
183,51.994567289243726
184,70.90781089453277
185,69.57170606070464
186,67.32184336164532
187,64.3643151042843
188,32.49395957027653
189,20.420796459880624
190,29.51988286563594
191,74.58582507580705
192,58.63195087872808
193,27.76903657189969
194,67.29096814390994
195,24.902208877914312
196,32.78657705106661
197,65.19137463555764
198,65.24186647879493
199,35.250558677089984
200,30.012086389758068
201,62.4659133656319
202,31.64270786506535
203,34.92308242017645
204,70.766970783049
205,62.715089522075765
206,66.9700569245181
207,49.90213205203859
208,56.175759962985644
209,73.76895623627512
210,28.8653598943778
211,27.29045041941031
212,72.48582216775625
213,67.50883774357582
214,39.573374032328
215,60.14327573368252
216,63.88863241631066
217,74.21472491598443
218,57.5612950103373
219,33.69942592326891
220,31.033938615508706
221,33.45217580579586
222,31.512700664065427
223,59.153124602305944
224,29.13949347739968
225,66.62543813826696
226,59.32239117456241
227,34.66174529553415
228,34.96625076965878
229,38.30503621301705
230,40.56831689327631
231,53.539098710328396
232,53.66426886987909
233,56.98168740236789
234,74.30200670041717
235,44.730486642549636
236,29.226054737994485
237,53.90026751688957
238,66.01001472608216
239,27.96408586002998
240,64.14132423093642
241,68.1717417788585
242,46.024820165026625
243,65.69431618261888
244,66.2161763060776
245,67.12259001712629
246,20.66406621103061
247,40.150396461396824
248,77.22322068619367
249,22.54482786345266
250,64.95682127433196
251,30.76084883868333
252,47.211219715196215
253,51.40522221653915
254,56.1274639780004
255,32.005766912038716
256,55.804509400587605
257,69.34952606460068
258,65.61568120258936
259,37.63166696491242
260,48.75699174394655
261,49.410770821284444
262,26.191370583084286
263,74.45277887608843
264,61.15529455713088
265,24.656252728580682
266,42.74555281050191
267,23.5969471733076
268,66.97622710100998
269,72.9384033975638
270,66.63219732273274
