id,smoking
15000.0,0.0554323383477511
15001.0,0.8632455731647602
15002.0,0.17318283024901127
15003.0,0.6838062468443178
15004.0,0.010092855925449843
15005.0,0.005945529054807783
15006.0,0.9005600981917866
15007.0,0.7187367137389586
15008.0,0.005777702016996084
15009.0,0.6476065208477433
15010.0,0.7953427521140379
15011.0,0.5192281250233701
15012.0,0.003086715056981625
15013.0,0.4223744119426799
15014.0,0.4996981651790374
15015.0,0.2814475203263602
15016.0,0.022044390768177064
15017.0,0.053514320396631676
15018.0,0.42517579637952013
15019.0,0.015340107556786308
15020.0,0.10313928394260832
15021.0,0.045709218365902984
15022.0,0.3937420951177812
15023.0,0.8850756569152373
15024.0,0.07744627122517798
15025.0,0.9045170745632267
15026.0,0.6095757860456121
15027.0,0.3643607310257237
15028.0,0.6756930012219722
15029.0,0.6355119013826269
15030.0,0.45708658351937936
15031.0,0.06365483314001046
15032.0,0.60473189712509
15033.0,0.7121632940643896
15034.0,0.7629462343986843
15035.0,0.7695291274349226
15036.0,0.409494524015855
15037.0,0.6213632325418279
15038.0,0.7354261132090198
15039.0,0.0012818204250462438
15040.0,0.006014552340917968
15041.0,0.0388200518093016
15042.0,0.6905397083167614
15043.0,0.04143655017333145
15044.0,0.012496888109320954
15045.0,0.7420475777307499
15046.0,0.5182824596615082
15047.0,0.1607795508315433
15048.0,0.021834340520990515
15049.0,0.009980325129361941
15050.0,0.5814491485212285
15051.0,0.3928757839201136
15052.0,0.010178333030159333
15053.0,0.48033088998334456
15054.0,0.6171051006972552
15055.0,0.5600070435993986
15056.0,0.22526219082300264
15057.0,0.6059865320344259
15058.0,0.051878201885744955
15059.0,0.021995359504449693
15060.0,0.014879451042941472
15061.0,0.2863271668401036
15062.0,0.005290831948032247
15063.0,0.013930898259248462
15064.0,0.2960809610424638
15065.0,0.013736301987558014
15066.0,0.8317708662350664
15067.0,0.5739209653376859
15068.0,0.5605773570113048
15069.0,0.38592828963979925
15070.0,0.7999753201766592
15071.0,0.007043869879332321
15072.0,0.6757271264168871
15073.0,0.005405429296067808
15074.0,0.6906551380939284
15075.0,0.8038595347931762
15076.0,0.139900020312713
15077.0,0.009144613133553987
15078.0,0.05178695164811173
15079.0,0.8639823185235642
15080.0,0.004340304011190829
15081.0,0.7382638480797966
15082.0,0.449649481074811
15083.0,0.3318485543082478
15084.0,0.4473585337081806
15085.0,0.021639059326412847
15086.0,0.9098632962013209
15087.0,0.7830027206946584
15088.0,0.8941022479602311
15089.0,0.010080457147793011
15090.0,0.8865475479687303
15091.0,0.05447249766123595
15092.0,0.7880531817811867
15093.0,0.015069486661960113
15094.0,0.05798780147276146
15095.0,0.018091806560729146
15096.0,0.11696073117359554
15097.0,0.020394944756744252
15098.0,0.7113931151315052
15099.0,0.9163184329866456
15100.0,0.02022158561142392
15101.0,0.8482302974739445
15102.0,0.5397282663551902
15103.0,0.022582363374941176
15104.0,0.06093922190828371
15105.0,0.637213664410117
15106.0,0.7957724414914176
15107.0,0.6992522927303304
